,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
677,"['[CLS]', 'banks', 'paid', 'hillary', 'clinton', '$', '1', 'million', 'contributing', 'millions', 'elect', '.']",half-true,half-true,half-true,half-true,half-true
678,"['[CLS]', 'spent', '$', '3', '-', 'million', 'money', 'study', 'dna', 'bears', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
679,"['[CLS]', 'one', 'two', 'americans', 'living', 'either', 'near', 'poverty', '.', 'means', '150', 'million', 'americans', ',', 'half', 'us', '.']",half-true,half-true,mostly-true,half-true,mostly-true
680,"['[CLS]', 'limb', '##er', '##bu', '##tt', 'mcc', '##ub', '##bin', '##s', '(', 'five', '-', 'year', '-', 'old', 'cat', ')', 'candidate', '2016', 'presidential', 'election', '.']",half-true,pants-fire,false,pants-fire,false
681,"['[CLS]', 'says', 'jonathan', 'gr', '##uber', 'adviser', 'never', 'worked', 'staff', '.']",barely-true,false,false,false,false
682,"['[CLS]', 'jennifer', 'carroll', 'first', 'african', '-', 'american', 'republican', 'woman', 'part', 'statewide', 'ticket', 'florida', '.']",true,true,true,true,true
683,"['[CLS]', 'georgia', '700', 'law', 'enforcement', 'agencies', ',', 'fewer', '20', 'percent', 'state', '-', 'certified', '.']",mostly-true,true,half-true,true,half-true
684,"['[CLS]', 'says', 'dan', 'sullivan', 'approved', 'light', 'sentence', 'sex', 'offender', '##w', '##ho', 'got', 'prison', '##is', 'charged', 'gr', '##ues', '##ome', 'murder', 'sexual', 'assault', '.']",pants-fire,barely-true,barely-true,barely-true,barely-true
685,"['[CLS]', 'one', 'third', 'age', 'group', '(', 'millennia', '##ls', ')', 'moved', 'back', 'parents', '.']",mostly-true,false,mostly-true,false,mostly-true
686,"['[CLS]', 'current', 'immigration', 'crisis', ',', 'republicans', 'want', 'repeal', '2008', '##law', 'president', 'george', 'w', '.', 'bush', 'signed', 'want', 'record', 'wanting', 'protect', 'children', '.', '.', '.', 'sex', 'trafficking', '.']",barely-true,mostly-true,barely-true,mostly-true,barely-true
687,"['[CLS]', 'law', 'since', 'beginning', 'country', 'children', 'american', 'citizens', 'born', '.', '.', '.', 'abroad', 'american', 'citizens', 'birth', '.']",mostly-true,false,false,mostly-true,false
688,"['[CLS]', 'owen', 'vs', '.', 'owen', 'ri', 'advantage', ':', 'rhode', 'island', '.']",true,true,mostly-true,mostly-true,mostly-true
689,"['[CLS]', '1960', ',', 'black', 'children', 'raised', 'two', '-', 'parent', ',', 'mono', '##gam', '##ous', 'families', '.', 'today', '20', 'percent', 'black', 'children', 'raised', 'two', '-', 'parent', ',', 'mono', '##gam', '##ous', 'families', '.', '.', '.']",mostly-true,true,half-true,half-true,half-true
690,"['[CLS]', '##e', 'wealthy', 'ceo', 'hedge', 'fund', 'manager', 'america', 'right', ',', 'taxes', 'lower', '##ve', 'since', '1950s', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
691,"['[CLS]', 'college', 'students', 'u', '.', '.', 'citizens', 'get', 'pe', '##ll', 'grant', 'plan', 'return', 'home', 'countries', 'getting', 'free', 'gas', 'cards', 'child', 'care', '.']",pants-fire,pants-fire,half-true,pants-fire,half-true
692,"['[CLS]', 'donald', 'trump', '##s', 'completely', 'consistent', 'plan', 'non', '##vio', '##lent', 'undo', '##cum', '##ented', 'immigrants', '.']",false,half-true,half-true,half-true,half-true
693,"['[CLS]', 'barack', 'obama', 'longest', 'track', 'record', 'candidate', 'election', 'support', ""'"", 'bridge', 'nowhere', '.', ""'""]",barely-true,false,false,false,false
694,"['[CLS]', 'says', 'sanders', 'campaign', 'ad', 'never', 'said', '.', '.', '.', 'newspaper', 'endorsed', 'us', '.']",false,half-true,false,half-true,false
695,"['[CLS]', 'obama', 'charge', '28', 'percent', 'tax', 'home', 'sales', '.']",false,pants-fire,false,pants-fire,false
696,"['[CLS]', 'koch', 'brothers', 'group', 'going', 'college', 'campuses', ',', 'giving', 'away', 'free', 'boo', '##ze', 'try', 'bribe', 'young', 'folks', 'getting', 'health', 'insurance', '.']",half-true,barely-true,half-true,half-true,half-true
697,"['[CLS]', 'said', 'democratic', 'primary', 'without', 'one', '.', '.', '.', 'negative', 'tv', 'spot', '.']",mostly-true,mostly-true,false,mostly-true,false
698,"['[CLS]', '95', 'percent', '(', 'ohio', '##s', ')', 'electricity', 'comes', 'burning', 'coal', '.']",half-true,true,true,true,true
699,"['[CLS]', 'says', 'last', 'two', 'years', ',', 'new', 'jersey', 'schools', 'development', 'authority', 'employees', 'started', 'completed', 'one', 'single', 'school', 'project', ',', 'im', 'talking', 'major', 'school', 'renovation', '.', 'im', 'talking', 'replacing', 'boilers', ',', 'roofs', '.']",false,false,false,false,false
700,"['[CLS]', 'says', 'tammy', 'baldwin', 'voted', 'gut', 'medicare', 'seniors', '.']",false,half-true,barely-true,half-true,barely-true
701,"['[CLS]', 'stand', 'ground', 'law', '##ca', '##used', 'shooting', 'death', 'tray', '##von', 'martin', '.']",false,barely-true,barely-true,barely-true,barely-true
702,"['[CLS]', 'georgia', ',', 'per', '##due', '##s', 'company', 'closed', 'plants', 'moved', 'jobs', 'china', '.']",true,barely-true,mostly-true,barely-true,mostly-true
703,"['[CLS]', 'says', 'republican', 'reid', 'rib', '##ble', 'says', 'stimulus', 'bill', 'failed', 'jumps', '##tar', '##t', 'economy', ',', 'roof', '##ing', 'company', 'made', 'almost', '$', '300', ',', '000', 'stimulus', 'funded', 'projects', '.']",half-true,barely-true,barely-true,barely-true,barely-true
704,"['[CLS]', 'proposed', 'bill', ',', '$', '100', ',', '000', 'homes', 'flood', 'insurance', 'premium', 'would', 'maybe', '$', '200', '$', '300', 'annually', '.']",false,false,half-true,barely-true,half-true
705,"['[CLS]', 'social', 'security', 'never', 'contributed', 'one', 'cent', 'deficit', '.', 'one', 'cent', '.']",half-true,true,false,true,false
706,"['[CLS]', 'obama', '##care', 'takes', '$', '500', 'billion', 'medicare', 'funds', 'obama', '##care', '.']",half-true,half-true,half-true,half-true,half-true
707,"['[CLS]', 'state', 'highest', 'per', 'capita', 'number', 'guns', 'end', 'committing', 'crimes', 'new', 'york', 'come', 'vermont', '.']",half-true,true,mostly-true,true,mostly-true
708,"['[CLS]', 'last', '10', 'years', ',', 'incomes', 'top', '1', 'percent', 'grown', '.', 'meanwhile', ',', 'bottom', 'half', 'country', ',', '##ve', 'seen', 'wages', 'st', '##ag', '##nate', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
709,"['[CLS]', 'think', 'exception', 'last', 'year', 'maybe', 'last', 'two', 'years', ',', '100', 'percent', 'came', 'contributing', 'providence', 'pension', 'fund', '.']",mostly-true,true,mostly-true,true,mostly-true
710,"['[CLS]', 'almost', 'polls', 'come', 'suggest', 'much', 'stronger', 'candidate', 'republicans', 'hillary', 'clinton', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
711,"['[CLS]', 'obama', 'administration', 'allowing', 'state', 'waivers', 'welfare', 'work', 'requirements', 'credible', 'plan', 'increase', 'employment', '20', 'percent', '.']",true,mostly-true,half-true,half-true,half-true
712,"['[CLS]', 'one', '50', 'states', 'already', 'form', 'balanced', 'budget', 'amendment', 'state', 'constitution', '##s', '.']",half-true,true,false,true,false
713,"['[CLS]', 'u', '.', '.', 'deficit', '""', 'increases', '$', '3', 'million', 'per', 'second', '.', '""']",false,mostly-true,half-true,mostly-true,half-true
714,"['[CLS]', 'president', 'barack', 'obama', '##s', 'judicial', 'appointments', 'georgia', 'region', 'drafted', 'secret', 'vet', '##ted', 'legal', 'groups', 'among', 'presidents', 'supporters', '.']",mostly-true,half-true,half-true,half-true,half-true
715,"['[CLS]', 'changed', 'position', '(', 'gay', ')', 'marriage', 'amendment', 'anything', 'else', 'related', 'marriage', '.']",half-true,half-true,half-true,half-true,half-true
716,"['[CLS]', 'mccain', 'bush', 'millionaire', '##s', '""', 'tax', 'cuts', 'millionaire', '##s', '.', '""']",mostly-true,mostly-true,half-true,mostly-true,half-true
717,"['[CLS]', 'affordable', 'care', 'act', 'says', 'age', '76', 'need', ',', 'eligible', 'cancer', 'treatment', '.', 'cancer', 'hospital', 'ratio', '##n', 'care', 'according', 'patients', 'age', '.']",pants-fire,pants-fire,false,pants-fire,false
718,"['[CLS]', 'human', 'rights', 'campaign', 'powerful', 'nr', '##a', '.']",false,barely-true,half-true,mostly-true,half-true
719,"['[CLS]', '85', 'percent', 'hotel', 'guests', 'pay', 'new', '$', '5', 'hotel', '/', 'motel', 'fee', 'outside', 'georgia', '.']",mostly-true,false,false,false,false
720,"['[CLS]', 'spend', 'per', 'student', 'almost', 'major', 'country', 'world', '.']",true,mostly-true,false,mostly-true,false
721,"['[CLS]', 'says', 'hospital', 'listed', 'barack', 'obama', '##s', '-', 'publicized', 'long', '-', 'form', 'birth', 'certificate', 'denies', 'president', 'born', '.']",pants-fire,false,false,false,false
722,"['[CLS]', 'hillary', '(', 'clinton', ')', ',', 'one', 'time', 'late', 'night', 'exhausted', ',', 'miss', '##tated', 'immediately', 'apologized', ',', 'happened', 'bosnia', '1995', '.']",pants-fire,half-true,half-true,half-true,half-true
723,"['[CLS]', 'actually', 'import', 'oil', '9', '/', '11', '.']",mostly-true,false,mostly-true,false,mostly-true
724,"['[CLS]', 'look', 'latino', 'kids', '17', '20', 'graduated', 'high', 'school', ',', '36', 'percent', 'unemployed', '##em', '##pl', '##oy', '##ed', '.', 'african', '-', 'american', 'kids', 'unemployed', '##em', '##pl', '##oy', '##ed', 'tune', '51', 'percent', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
725,"['[CLS]', 'says', 'gov', '.', 'rick', 'perry', 'far', 'away', 'highest', '-', 'paid', 'state', 'employee', 'hourly', 'basis', '.']",pants-fire,mostly-true,mostly-true,mostly-true,mostly-true
726,"['[CLS]', 'says', 'hawaii', 'governor', '##t', 'find', 'anything', 'says', '(', 'president', 'barack', 'obama', ')', 'born', 'hawaii', '.']",false,pants-fire,false,pants-fire,false
727,"['[CLS]', 'president', 'ronald', 'reagan', ',', 'illegal', 'immigrants', 'pouring', 'like', '##the', '##y', '.']",false,half-true,false,half-true,false
728,"['[CLS]', 'house', 'democrats', 'two', '-', '-', 'one', 'advantage', 'money', '-', 'wise', 'house', 'republicans', '.']",mostly-true,half-true,half-true,half-true,half-true
729,"['[CLS]', 'georgia', 'substantially', 'increase', 'funding', 'education', 'going', '$', '2', '.', '5', 'billion', 'un', '##coll', '##ect', '##ed', 'taxes', '.']",half-true,half-true,half-true,half-true,half-true
730,"['[CLS]', 'people', 'new', 'hampshire', 'want', 'raise', 'minimum', 'wage', '.', '(', 'state', 'rep', '.', 'mari', '##lind', '##a', ')', 'garcia', 'opposes', '.']",mostly-true,mostly-true,half-true,pants-fire,half-true
731,"['[CLS]', 'says', 'nearly', '30', ',', '000', 'federal', 'employees', 'oregon', 'fur', '##lou', '##gh', '##ed', 'government', 'shut', '##down', '.']",false,true,true,true,true
732,"['[CLS]', 'fa', '##hre', '##nh', '##eit', '9', '/', '11', 'came', ',', '""', 'bush', ""'"", 'approval', 'rating', 'never', 'better', ',', 'got', 'worse', '.', '""']",barely-true,true,true,true,true
733,"['[CLS]', 'making', 'largest', 'investment', 'education', 'nations', 'history', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
734,"['[CLS]', 'city', 'state', ',', 'state', 'nation', ',', 'matter', 'entire', 'world', ',', 'adopted', '(', 'clean', 'energy', ')', 'targets', 'ambitious', 'scale', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
735,"['[CLS]', 'last', 'two', 'years', ',', 'reduced', 'deficit', '$', '2', '.', '5', 'trillion', '.']",false,false,mostly-true,false,mostly-true
736,"['[CLS]', 'prosecutor', 'brought', 'indictment', 'texas', 'gov', '.', 'rick', 'perry', '##has', 'ties', 'obama', '.', 'ties', 'democrats', '.']",barely-true,false,false,false,false
737,"['[CLS]', 'hurricane', 'irene', 'second', '-', 'largest', 'storm', 'hit', 'north', 'america', 'terms', 'power', '##ages', '-', '-', 'first', 'hurricane', 'make', 'landfall', 'new', 'jersey', 'since', '1904', '.']",mostly-true,barely-true,true,barely-true,true
738,"['[CLS]', 'sen', '.', 'obama', ""'"", 'chair', 'new', 'hampshire', 'lobby', '##ist', '.', 'lo', '##bbies', 'drug', 'companies', '.']",true,true,true,true,true
739,"['[CLS]', 'says', ',', 'oregon', 'third', 'largest', 'class', 'size', 'nation', '.']",true,true,half-true,true,half-true
740,"['[CLS]', 'u', '.', '.', 'senate', 'candidate', 'david', 'per', '##due', '##s', 'company', 'took', '$', '3', 'million', 'federal', 'stimulus', 'program', 'president', 'barack', 'obama', 'created', '.']",barely-true,mostly-true,half-true,mostly-true,half-true
741,"['[CLS]', 'opponent', 'supported', 'policies', 'increased', 'tuition', '18', 'percent', '.']",false,half-true,false,half-true,false
742,"['[CLS]', 'fighting', '(', 'republican', ')', 'ideas', 'practicing', 'law', 'representing', 'contributor', ',', '##zko', ',', 'sl', '##um', 'landlord', 'business', 'inner', 'city', 'chicago', '.']",barely-true,true,false,true,false
743,"['[CLS]', 'cap', '-', '-', 'trade', 'plan', 'promoted', 'barack', 'obama', 'would', 'hit', 'hardest', 'already', 'struggling', 'make', 'ends', 'meet', '.']",half-true,pants-fire,false,pants-fire,false
744,"['[CLS]', 'says', 'bill', 'nelson', 'voted', 'raise', 'taxes', '150', 'times', '.']",false,false,false,false,false
745,"['[CLS]', 'america', 'produces', 'oil', 'gas', 'nation', 'world', '.']",true,false,half-true,false,half-true
746,"['[CLS]', 'many', 'alarm', '##ists', 'global', 'warming', ',', '##ve', 'got', 'problem', 'science', '##t', 'back', '.', 'particular', ',', 'satellite', 'data', 'demonstrate', 'last', '17', 'years', ',', '##s', 'zero', 'warming', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
747,"['[CLS]', 'candidate', 'stood', 'community', 'immigration', 'reform', 'beginning', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
748,"['[CLS]', 'increasing', 'amount', 'evidence', 'public', 'polling', 'highest', 'number', 'americans', 'ever', 'identify', 'pro', '-', 'life', '.']",mostly-true,half-true,half-true,half-true,half-true
749,"['[CLS]', 'says', 'bill', 'white', 'gay', 'marriage', '.']",false,pants-fire,false,barely-true,false
750,"['[CLS]', 'barack', 'obama', 'hillary', 'clinton', 'left', 'us', '$', '19', 'trillion', 'debt', '.']",barely-true,half-true,half-true,half-true,half-true
751,"['[CLS]', 'says', 'epa', '""', 'outs', '##our', '##ced', 'scientific', 'basis', 'greenhouse', 'gas', 'regulation', 'scandal', '-', 'plagued', 'international', 'organization', 'cannot', 'considered', 'objective', 'trust', '##worthy', '.', '""']",barely-true,half-true,barely-true,half-true,barely-true
752,"['[CLS]', 'recent', 'record', '-', 'low', 'water', 'levels', 'lake', 'michigan', 'evidence', 'global', 'warming', 'leading', 'eva', '##por', '##ation', 'great', 'lakes', '.']",half-true,pants-fire,mostly-true,pants-fire,mostly-true
753,"['[CLS]', 'says', 'gov', '.', 'scott', 'walker', 'dropped', 'wisconsin', '45th', 'nation', 'job', 'growth', 'prospects', 'campaigning', 'president', 'state', '.']",barely-true,false,false,false,false
754,"['[CLS]', 'senate', 'health', 'care', 'bill', 'longer', '##ls', '##toy', ""'"", ""'"", 'war', 'peace', '.', ""'""]",barely-true,barely-true,half-true,barely-true,half-true
755,"['[CLS]', 'watershed', '1958', 'decision', ',', 'warren', 'court', 'asserted', 'supreme', 'court', 'supreme', 'president', 'congress', '.']",barely-true,false,false,false,false
756,"['[CLS]', 'half', 'lottery', 'directors', 'across', 'country', 'run', 'lottery', 'hired', '.']",mostly-true,mostly-true,false,mostly-true,false
757,"['[CLS]', 'americans', 'get', 'insurance', 'workplace', ',', 'cost', 'savings', 'could', 'much', '$', '3', ',', '000', 'less', 'per', 'employee', 'nothing', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
758,"['[CLS]', 'georgia', 'lottery', 'corp', '.', 'past', '16', 'years', 'paid', 'agreed', 'upon', '35', 'percent', 'proceeds', 'account', 'funds', 'hope', 'scholarship', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
759,"['[CLS]', 'says', 'foreman', 'jury', 'convicted', 'green', '##pe', '##ace', 'activist', '.']",mostly-true,false,false,false,false
760,"['[CLS]', 'single', '-', 'pay', '##er', 'health', 'care', 'system', '.']",half-true,false,mostly-true,false,mostly-true
761,"['[CLS]', 'says', '2009', 'ex', '##xon', '##mo', '##bil', 'paid', 'federal', 'income', 'taxes', ',', 'received', '$', '156', 'million', '##bate', '.']",false,false,mostly-true,false,mostly-true
762,"['[CLS]', '10', '-', 'year', 'state', 'program', 'created', '202', 'jobs', 'cost', '$', '247', ',', '000', 'per', 'job', 'approved', 'former', 'gov', '.', 'jim', 'doyle', '.']",pants-fire,mostly-true,false,barely-true,false
763,"['[CLS]', 'go', '##p', 'presidential', 'hopeful', 'herman', 'cain', 'called', 'ron', 'paul', '##s', 'followers', 'ignorant', '.']",false,false,false,false,false
764,"['[CLS]', 'ralph', 'hall', 'never', 'voted', 'raise', 'debt', 'ceiling', '.']",false,false,false,half-true,false
765,"['[CLS]', 'says', 'donald', 'trump', 'counties', 'candidate', 'side', 'since', 'ronald', 'reagan', '.']",mostly-true,true,false,false,false
766,"['[CLS]', 'says', 'drive', 'length', 'newly', 'drawn', '15th', 'district', '##d', 'find', 'road', 'long', 'would', 'take', 'drive', 'columbus', 'niagara', 'falls', '.']",mostly-true,mostly-true,true,true,true
767,"['[CLS]', 'single', 'candidate', 'republican', 'primary', 'thinks', 'anything', 'climate', 'change', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
768,"['[CLS]', 'says', 'claims', 'texas', 'faces', '$', '27', 'billion', 'short', '##fall', 'flat', '-', 'false', '.']",false,false,false,false,false
769,"['[CLS]', 'since', 'january', '2010', ',', 'new', 'jersey', 'added', '103', ',', '000', 'new', 'private', 'sector', 'jobs', '.', 'last', 'two', 'years', '-', '-', '2011', '2012', '-', '-', 'best', 'two', 'years', 'private', 'sector', 'job', 'growth', 'since', '1999', '.']",mostly-true,true,true,true,true
770,"['[CLS]', 'congress', 'tell', '[', 'supreme', 'court', ']', 'cases', 'ought', 'hear', '.', 'authority', '.']",true,true,false,true,false
771,"['[CLS]', 'says', 'donald', 'trump', 'given', 'money', 'democratic', 'candidates', 'republican', 'candidates', '.']",barely-true,mostly-true,half-true,mostly-true,half-true
772,"['[CLS]', 'says', 'mit', '##t', 'romney', 'wants', 'add', '$', '2', 'trillion', 'defense', 'budget', 'military', '##t', 'asked', '.']",true,mostly-true,half-true,mostly-true,half-true
773,"['[CLS]', 'legislature', 'refuses', 'expand', 'med', '##ica', '##id', ',', '27', 'states', 'going', 'get', 'money', 'virginia', 'taxpayer', 'money', 'states', 'provide', 'health', 'care', 'citizens', ',', 'paid', 'us', '.']",barely-true,barely-true,false,false,false
774,"['[CLS]', 'trans', '-', 'pacific', 'trade', 'deal', 'could', 'cost', 'america', '44', '##8', ',', '000', 'jobs', '.']",half-true,barely-true,mostly-true,half-true,mostly-true
775,"['[CLS]', 'barack', 'obama', 'first', 'president', 'file', 'lawsuits', 'states', 'swore', 'oath', 'protect', '.']",pants-fire,pants-fire,false,pants-fire,false
776,"['[CLS]', '70', 'percent', 'american', 'adults', 'committed', 'crime', 'could', 'lead', 'imprisonment', '.']",mostly-true,mostly-true,half-true,mostly-true,half-true
777,"['[CLS]', 'says', 'ohio', 'attorney', 'general', 'mike', 'dew', '##ine', 'h', '##yp', '##oc', '##rit', '##ical', 'challenging', 'constitutional', '##ity', 'new', 'health', 'care', 'law', '.']",false,mostly-true,barely-true,mostly-true,barely-true
778,"['[CLS]', 'study', 'says', 'massachusetts', 'lost', '18', ',', '000', 'jobs', 'residents', 'required', 'obtain', 'health', 'insurance', 'act', 'signed', 'law', 'mit', '##t', 'romney', '.']",barely-true,half-true,half-true,half-true,half-true
779,"['[CLS]', 'attorney', 'general', 'roy', 'cooper', 'refuses', 'job', 'defending', 'house', 'bill', '2', 'lawsuit', '.']",half-true,half-true,half-true,half-true,half-true
780,"['[CLS]', 'says', 'georgia', 'democratic', 'senate', 'hopeful', 'michelle', 'nun', '##n', 'supports', 'higher', 'taxes', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
781,"['[CLS]', 'year', 'since', 'recovery', 'summer', ',', 'fall', ',', 'winter', 'spring', 'recovery', '.']",barely-true,half-true,mostly-true,half-true,mostly-true
782,"['[CLS]', 'gov', '.', 'deal', 'worst', 'record', 'education', 'history', 'state', '.']",pants-fire,half-true,half-true,half-true,half-true
783,"['[CLS]', 'american', 'murder', 'rate', '50', 'times', 'developed', 'nation', '.']",false,true,half-true,true,half-true
784,"['[CLS]', 'says', '2012', 'state', 'union', 'address', ',', 'president', 'obama', '##t', 'even', 'mention', 'deficit', 'debt', '.']",pants-fire,true,half-true,true,half-true
785,"['[CLS]', 'former', 'federal', 'prosecutor', ',', 'prosecuted', '4', ',', '000', 'cases', '.']",true,true,true,true,true
786,"['[CLS]', 'says', 'rep', '.', 'tom', 'reed', ',', 'r', '-', 'n', '.', '.', ',', 'voted', 'raise', 'social', 'security', 'retirement', 'age', 'us', '.']",half-true,false,barely-true,false,barely-true
787,"['[CLS]', 'iv', '##e', 'supported', 'every', 'investigation', '(', 'hurricane', 'katrina', ')', 'ways', 'finding', 'caused', 'tragedy', '.', 'iv', '##e', 'met', 'people', 'ground', '.', 'iv', '##e', 'met', 'governor', '.']",barely-true,false,false,false,false
788,"['[CLS]', 'new', 'york', 'casino', 'deal', 'called', 'rigged', 'corrupt', '.']",mostly-true,half-true,false,half-true,false
789,"['[CLS]', 'says', '50', 'million', 'abortion', '##s', 'since', 'roe', 'v', '.', 'wade', 'decided', '.']",true,true,half-true,half-true,half-true
790,"['[CLS]', 'late', 'changes', 'arizona', 'immigration', 'law', '""', 'lay', 'rest', 'questions', 'possibility', 'racial', 'prof', '##iling', '.', '""']",barely-true,half-true,false,half-true,false
791,"['[CLS]', 'says', '13', 'texas', 'universities', 'announced', 'implemented', '$', '10', ',', '000', 'degree', '.']",barely-true,half-true,half-true,half-true,half-true
792,"['[CLS]', 'says', 'illegal', 'immigrant', 'fraudulent', '##ly', 'claimed', 'children', 'actually', 'lived', 'mexico', 'income', 'tax', 'forms', 'collect', '$', '29', ',', '000', '.']",mostly-true,half-true,half-true,false,half-true
793,"['[CLS]', '(', 'state', 'board', 'administration', ')', 'transparency', 'issue', 'got', 'great', 'airing', 'last', 'legislative', 'session', '.']",false,false,mostly-true,mostly-true,mostly-true
794,"['[CLS]', '83', '%', 'doctors', 'considered', 'leaving', 'profession', '#', 'obama', '##care', '.']",false,false,false,false,false
795,"['[CLS]', 'says', 'scott', 'walkers', 'jobs', 'agency', 'gives', 'financial', 'incentives', 'lead', 'wisconsin', 'companies', 'look', 'shipping', 'jobs', 'elsewhere', '.', '.', '.', '.', 'company', 'got', '$', '4', '.', '6', 'million', 'taxpayer', 'money', 'actually', 'reduced', 'jobs', '300', 'people', '.']",barely-true,mostly-true,half-true,half-true,half-true
796,"['[CLS]', 'says', '2001', ',', 'rick', 'perry', 'spoke', 'favorably', 'bin', '##ation', '##al', 'health', 'insurance', 'mexico', 'texas', '.']",half-true,false,half-true,half-true,half-true
797,"['[CLS]', 'says', 'president', 'abraham', 'lincoln', 'enforced', 'fugitive', 'slave', 'act', 'civil', 'war', 'ended', '.']",barely-true,true,half-true,true,half-true
798,"['[CLS]', 'says', 'parents', 'came', 'america', 'following', 'fide', '##l', 'castro', '##s', 'takeover', 'cuba', '.']",false,half-true,false,false,false
799,"['[CLS]', 'trade', 'deficit', 'goods', 'reached', 'nearly', '$', '800', 'billion', 'last', 'year', 'alone', '.']",true,false,false,false,false
800,"['[CLS]', 'democrats', ""'"", 'health', 'care', 'bills', 'would', 'end', '""', 'denial', '.', '.', '.', 'coverage', 'pre', '-', 'existing', 'condition', ',', '""', 'republican', 'bill', 'would', '.']",mostly-true,half-true,half-true,half-true,half-true
801,"['[CLS]', 'says', 'ohio', '##s', 'economic', 'recovery', 'started', 'february', '2010', '.']",mostly-true,half-true,half-true,half-true,half-true
802,"['[CLS]', 'gov', '.', 'scott', 'walker', 'helping', 'pay', 'criminal', 'defense', 'man', 'accused', 'boy', 'rape', '.']",pants-fire,mostly-true,false,mostly-true,false
803,"['[CLS]', 'barack', 'obama', '""', 'pays', 'every', 'dime', '""', 'spending', 'plans', '.']",barely-true,half-true,half-true,half-true,half-true
804,"['[CLS]', 'says', 'multiple', 'instances', 'voter', 'fraud', 'wood', 'county', ',', 'ohio', '.']",pants-fire,pants-fire,false,pants-fire,false
805,"['[CLS]', 'says', 'canada', 'one', '-', 'tenth', 'population', '##ye', '##t', 'issues', 'far', 'high', '-', 'skilled', 'visas', '(', '150', ',', '000', ')', 'yearly', '(', '65', ',', '000', ')', '.']",half-true,barely-true,half-true,barely-true,half-true
806,"['[CLS]', 'says', 'group', 'estimates', 'annual', 'cost', 'oregon', 'taxpayers', 'government', 'services', 'illegal', 'aliens', ',', 'income', 'tax', 'revenue', ',', '$', '1', 'billion', '.']",barely-true,false,false,false,false
807,"['[CLS]', 'says', 'first', 'time', 'ever', ',', 'texas', 'law', '##makers', 'funding', 'student', 'population', 'growth', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
808,"['[CLS]', 'let', '##icia', 'van', 'de', 'put', '##te', 'voted', 'give', 'illegal', 'immigrants', 'country', 'free', 'health', 'care', '-', '-', 'emergency', 'health', 'care', 'total', 'free', 'health', 'care', '.']",false,barely-true,barely-true,barely-true,barely-true
809,"['[CLS]', 'since', 'se', '##quest', '##er', 'began', 'federal', 'employment', 'sub', '##tra', '##cting', '6', ',', '000', '-', '7', ',', '000', 'jobs', 'per', 'month']",barely-true,true,half-true,mostly-true,half-true
810,"['[CLS]', 'says', 'austin', 'city', 'council', 'member', 'lives', 'south', 'lady', 'bird', 'lake', 'north', '45th', 'street', '.']",mostly-true,pants-fire,barely-true,pants-fire,barely-true
811,"['[CLS]', 'ohio', 'taxpayers', 'spent', '$', '67', 'million', 'year', 'food', 'stamps', 'med', '##ica', '##id', 'wal', '-', 'mart', 'workers']",half-true,true,mostly-true,mostly-true,mostly-true
812,"['[CLS]', 'one', 'every', 'five', 'law', 'enforcement', 'officers', '##s', 'killed', 'killed', 'assault', 'weapon', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
813,"['[CLS]', 'mit', '##t', 'romney', 'run', 'campaign', 'basis', 'arguing', 'experience', 'business', 'world', 'reason', 'vote', '.']",pants-fire,mostly-true,false,mostly-true,false
814,"['[CLS]', 'says', 'pol', '##iti', '##fa', '##ct', 'issued', 'true', 'ruling', 'paul', 'k', '##rug', '##man', 'calling', 'governor', 'christie', 'fiscal', 'ph', '##ony', '.']",false,half-true,half-true,half-true,half-true
815,"['[CLS]', 'alex', '##i', 'gia', '##nn', '##ou', '##lia', '##s', 'top', 'aide', 'longtime', 'bp', 'lobby', '##ist', '.']",barely-true,false,half-true,false,half-true
816,"['[CLS]', 'streetcar', 'project', 'proposed', 'downtown', 'milwaukee', 'would', 'actually', 'take', 'precious', 'revenue', 'away', 'milwaukee', 'public', 'schools', '.']",barely-true,false,false,false,false
817,"['[CLS]', 'federal', 'spending', 'highest', 'share', 'economy', '60', 'years', '(', ')', 'revenue', 'lowest', 'share', 'economy', '60', 'years', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
818,"['[CLS]', 'last', 'year', '-', '-', 'actually', ',', 'year', 'may', '-', '-', 'saw', 'new', 'jersey', 'transit', 'fares', 'rise', 'anywhere', '25', 'percent', '47', 'percent', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
